"","FIPS","Date","MMWR_week","Recip_County","Recip_State","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Census2019","date_updated","county","state","total_population","health_service_area_number","health_service_area","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_cases_per_100k","covid.19_community_level"
"1421",28039,2022-03-31,13,"George County","MS",98.1,11412,46.6,9858,40.2,2764,28,24500,2022-03-24,"George County, MS","Mississippi",24500,471,"Jackson (Pascagoula), MS - George, MS","1.5%",3,4.08,"Low"
"1422",28041,2022-03-31,13,"Greene County","MS",98.1,5663,41.7,5037,37.1,1921,38.1,13586,2022-03-24,"Greene County, MS","Mississippi",13586,409,"Forrest, MS - Lamar, MS","0.9%",2.7,7.36,"Low"
"1423",28043,2022-03-31,13,"Grenada County","MS",98.1,12276,59.1,10856,52.3,4016,37,20758,2022-03-24,"Grenada County, MS","Mississippi",20758,502,"Grenada, MS - Montgomery, MS","0.2%",2.5,4.82,"Low"
"1424",28045,2022-03-31,13,"Hancock County","MS",98.1,24943,52.4,21000,44.1,6964,33.2,47632,2022-03-24,"Hancock County, MS","Mississippi",47632,456,"Harrison (Biloxi), MS - Hancock, MS","1.3%",2.6,23.09,"Low"
"1425",28047,2022-03-31,13,"Harrison County","MS",98.1,132615,63.7,114164,54.9,35376,31,208080,2022-03-24,"Harrison County, MS","Mississippi",208080,456,"Harrison (Biloxi), MS - Hancock, MS","1.3%",2.6,27.39,"Low"
"1426",28049,2022-03-31,13,"Hinds County","MS",98.1,152748,65.9,133725,57.7,54946,41.1,231840,2022-03-24,"Hinds County, MS","Mississippi",231840,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,11.65,"Low"
"1427",28051,2022-03-31,13,"Holmes County","MS",98.1,11467,67.4,10162,59.7,3990,39.3,17010,2022-03-24,"Holmes County, MS","Mississippi",17010,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,11.76,"Low"
"1428",28053,2022-03-31,13,"Humphreys County","MS",98.1,5549,68.8,4708,58.4,1787,38,8064,2022-03-24,"Humphreys County, MS","Mississippi",8064,487,"Bolivar, MS - Leflore, MS","0.1%",0,0,"Low"
"1429",28055,2022-03-31,13,"Issaquena County","MS",98.1,655,49.4,532,40.1,189,35.5,1327,2022-03-24,"Issaquena County, MS","Mississippi",1327,488,"Washington, MS - Sharkey, MS","2.2%",0,0,"Low"
"1430",28057,2022-03-31,13,"Itawamba County","MS",98.1,9170,39.2,8088,34.6,2927,36.2,23390,2022-03-24,"Itawamba County, MS","Mississippi",23390,418,"Lee, MS - Monroe, MS","0.6%",1.1,8.55,"Low"
"1431",28059,2022-03-31,13,"Jackson County","MS",98.1,79582,55.4,68290,47.6,22921,33.6,143617,2022-03-24,"Jackson County, MS","Mississippi",143617,471,"Jackson (Pascagoula), MS - George, MS","1.5%",3,13.93,"Low"
"1432",28061,2022-03-31,13,"Jasper County","MS",98.1,9604,58.6,8271,50.5,3047,36.8,16383,2022-03-24,"Jasper County, MS","Mississippi",16383,455,"Jones, MS - Wayne, MS","0.9%",3.3,30.52,"Low"
"1433",28063,2022-03-31,13,"Jefferson County","MS",98.1,5675,81.2,4940,70.7,2058,41.7,6990,2022-03-24,"Jefferson County, MS","Mississippi",6990,435,"Adams, MS - Concordia, LA","0.0%",11.6,0,"Medium"
"1434",28065,2022-03-31,13,"Jefferson Davis County","MS",98.1,5620,50.5,4994,44.9,1868,37.4,11128,2022-03-24,"Jefferson Davis County, MS","Mississippi",11128,504,"Jefferson Davis, MS - Lawrence, MS","0.7%",4.2,35.95,"Low"
"1435",28067,2022-03-31,13,"Jones County","MS",98.1,33969,49.9,29462,43.3,10354,35.1,68098,2022-03-24,"Jones County, MS","Mississippi",68098,455,"Jones, MS - Wayne, MS","0.9%",3.3,32.31,"Low"
"1436",28069,2022-03-31,13,"Kemper County","MS",98.1,5186,53.2,4488,46.1,1553,34.6,9742,2022-03-24,"Kemper County, MS","Mississippi",9742,412,"Lauderdale, MS - Neshoba, MS","1.9%",1.1,10.26,"Low"
"1437",28071,2022-03-31,13,"Lafayette County","MS",98.1,32802,60.7,29577,54.8,11810,39.9,54019,2022-03-24,"Lafayette County, MS","Mississippi",54019,459,"Lafayette, MS - Calhoun, MS","2.3%",1.2,20.36,"Low"
"1438",28073,2022-03-31,13,"Lamar County","MS",98.1,42022,66.3,37560,59.3,13818,36.8,63343,2022-03-24,"Lamar County, MS","Mississippi",63343,409,"Forrest, MS - Lamar, MS","0.9%",2.7,12.63,"Low"
"1439",28075,2022-03-31,13,"Lauderdale County","MS",98.1,43824,59.1,37875,51.1,12509,33,74125,2022-03-24,"Lauderdale County, MS","Mississippi",74125,412,"Lauderdale, MS - Neshoba, MS","1.9%",1.1,12.14,"Low"
"1440",28077,2022-03-31,13,"Lawrence County","MS",98.1,7932,63,6939,55.1,2554,36.8,12586,2022-03-24,"Lawrence County, MS","Mississippi",12586,504,"Jefferson Davis, MS - Lawrence, MS","0.7%",4.2,0,"Low"
"1441",28079,2022-03-31,13,"Leake County","MS",98.1,12741,55.9,11012,48.3,3763,34.2,22786,2022-03-24,"Leake County, MS","Mississippi",22786,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,8.78,"Low"
"1442",28081,2022-03-31,13,"Lee County","MS",98.1,42064,49.2,37078,43.4,14573,39.3,85436,2022-03-24,"Lee County, MS","Mississippi",85436,418,"Lee, MS - Monroe, MS","0.6%",1.1,12.88,"Low"
"1443",28083,2022-03-31,13,"Leflore County","MS",98.1,19938,70.7,17440,61.9,6461,37,28183,2022-03-24,"Leflore County, MS","Mississippi",28183,487,"Bolivar, MS - Leflore, MS","0.1%",0,0,"Low"
"1444",28085,2022-03-31,13,"Lincoln County","MS",98.1,15317,44.8,13216,38.7,4471,33.8,34153,2022-03-24,"Lincoln County, MS","Mississippi",34153,511,"Lincoln, MS - Copiah, MS","4.0%",3.2,23.42,"Low"
"1445",28087,2022-03-31,13,"Lowndes County","MS",98.1,33773,57.6,29765,50.8,10697,35.9,58595,2022-03-24,"Lowndes County, MS","Mississippi",58595,461,"Lowndes, MS - Clay, MS","0.5%",0,6.83,"Low"
"1446",28089,2022-03-31,13,"Madison County","MS",98.1,75308,70.9,67285,63.3,28081,41.7,106272,2022-03-24,"Madison County, MS","Mississippi",106272,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,18.82,"Low"
"1447",28091,2022-03-31,13,"Marion County","MS",98.1,12779,52,11302,46,4033,35.7,24573,2022-03-24,"Marion County, MS","Mississippi",24573,477,"Pike, MS - Marion, MS","0.9%",0,8.14,"Low"
"1448",28093,2022-03-31,13,"Marshall County","MS",98.1,22634,64.1,19057,54,6586,34.6,35294,2022-03-24,"Marshall County, MS","Mississippi",35294,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,28.33,"Low"
"1449",28095,2022-03-31,13,"Monroe County","MS",98.1,19881,56.4,17743,50.3,6712,37.8,35252,2022-03-24,"Monroe County, MS","Mississippi",35252,418,"Lee, MS - Monroe, MS","0.6%",1.1,19.86,"Low"
"1450",28097,2022-03-31,13,"Montgomery County","MS",98.1,6011,61.5,5440,55.7,2137,39.3,9775,2022-03-24,"Montgomery County, MS","Mississippi",9775,502,"Grenada, MS - Montgomery, MS","0.2%",2.5,30.69,"Low"
"1451",28099,2022-03-31,13,"Neshoba County","MS",98.1,14345,49.3,12030,41.3,4193,34.9,29118,2022-03-24,"Neshoba County, MS","Mississippi",29118,412,"Lauderdale, MS - Neshoba, MS","1.9%",1.1,37.78,"Low"
"1452",28101,2022-03-31,13,"Newton County","MS",98.1,12873,61.2,11173,53.2,3922,35.1,21018,2022-03-24,"Newton County, MS","Mississippi",21018,412,"Lauderdale, MS - Neshoba, MS","1.9%",1.1,0,"Low"
"1453",28103,2022-03-31,13,"Noxubee County","MS",98.1,6329,60.8,5738,55.1,2418,42.1,10417,2022-03-24,"Noxubee County, MS","Mississippi",10417,461,"Lowndes, MS - Clay, MS","0.5%",0,19.2,"Low"
"1454",28105,2022-03-31,13,"Oktibbeha County","MS",98.1,28430,57.3,25361,51.1,9986,39.4,49587,2022-03-24,"Oktibbeha County, MS","Mississippi",49587,484,"Oktibbeha, MS - Winston, MS","0.0%",0,20.17,"Low"
"1455",28107,2022-03-31,13,"Panola County","MS",98.1,18503,54.1,16236,47.5,5596,34.5,34192,2022-03-24,"Panola County, MS","Mississippi",34192,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,193.03,"Low"
"1456",28109,2022-03-31,13,"Pearl River County","MS",98.1,31480,56.7,26462,47.6,9028,34.1,55535,2022-03-24,"Pearl River County, MS","Mississippi",55535,500,"St. Tammany (Slidell), LA - Pearl River, MS","1.5%",3.3,7.2,"Low"
"1457",28111,2022-03-31,13,"Perry County","MS",98.1,5133,42.9,4528,37.8,1476,32.6,11973,2022-03-24,"Perry County, MS","Mississippi",11973,409,"Forrest, MS - Lamar, MS","0.9%",2.7,0,"Low"
"1458",28113,2022-03-31,13,"Pike County","MS",98.1,22837,58.1,19741,50.2,7712,39.1,39288,2022-03-24,"Pike County, MS","Mississippi",39288,477,"Pike, MS - Marion, MS","0.9%",0,68.72,"Low"
"1459",28115,2022-03-31,13,"Pontotoc County","MS",98.1,14999,46.6,13325,41.4,5159,38.7,32174,2022-03-24,"Pontotoc County, MS","Mississippi",32174,482,"Pontotoc, MS - Union, MS","0.3%",1.2,6.22,"Low"
"1460",28117,2022-03-31,13,"Prentiss County","MS",98.1,12012,47.8,10659,42.4,3759,35.3,25126,2022-03-24,"Prentiss County, MS","Mississippi",25126,418,"Lee, MS - Monroe, MS","0.6%",1.1,19.9,"Low"
"1461",28119,2022-03-31,13,"Quitman County","MS",98.1,4179,61.5,3649,53.7,1350,37,6792,2022-03-24,"Quitman County, MS","Mississippi",6792,422,"Coahoma, MS - Tallahatchie, MS","1.7%",0,88.34,"Low"
"1462",28121,2022-03-31,13,"Rankin County","MS",98.1,88817,57.2,79407,51.1,30890,38.9,155271,2022-03-24,"Rankin County, MS","Mississippi",155271,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,23.83,"Low"
"1463",28123,2022-03-31,13,"Scott County","MS",98.1,16132,57.4,14053,50,5040,35.9,28124,2022-03-24,"Scott County, MS","Mississippi",28124,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,10.67,"Low"
"1464",28125,2022-03-31,13,"Sharkey County","MS",98.1,2703,62.6,2384,55.2,1063,44.6,4321,2022-03-24,"Sharkey County, MS","Mississippi",4321,488,"Washington, MS - Sharkey, MS","2.2%",0,0,"Low"
"1465",28127,2022-03-31,13,"Simpson County","MS",98.1,13760,51.6,11980,44.9,4426,36.9,26658,2022-03-24,"Simpson County, MS","Mississippi",26658,411,"Hinds (Jackson), MS - Rankin, MS","2.8%",1.3,71.27,"Low"
"1466",28129,2022-03-31,13,"Smith County","MS",98.1,6237,39.2,5424,34.1,1888,34.8,15916,2022-03-24,"Smith County, MS","Mississippi",15916,455,"Jones, MS - Wayne, MS","0.9%",3.3,18.85,"Low"
"1467",28131,2022-03-31,13,"Stone County","MS",98.1,9711,53,8391,45.8,3074,36.6,18336,2022-03-24,"Stone County, MS","Mississippi",18336,456,"Harrison (Biloxi), MS - Hancock, MS","1.3%",2.6,21.82,"Low"
"1468",28133,2022-03-31,13,"Sunflower County","MS",98.1,15047,59.9,13298,53,5076,38.2,25110,2022-03-24,"Sunflower County, MS","Mississippi",25110,487,"Bolivar, MS - Leflore, MS","0.1%",0,19.91,"Low"
"1469",28135,2022-03-31,13,"Tallahatchie County","MS",98.1,6512,47.2,5723,41.4,2068,36.1,13809,2022-03-24,"Tallahatchie County, MS","Mississippi",13809,422,"Coahoma, MS - Tallahatchie, MS","1.7%",0,14.48,"Low"
"1470",28137,2022-03-31,13,"Tate County","MS",98.1,14437,51,12680,44.8,4425,34.9,28321,2022-03-24,"Tate County, MS","Mississippi",28321,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,35.31,"Low"
"1471",28139,2022-03-31,13,"Tippah County","MS",98.1,10622,48.2,9203,41.8,3393,36.9,22015,2022-03-24,"Tippah County, MS","Mississippi",22015,482,"Pontotoc, MS - Union, MS","0.3%",1.2,18.17,"Low"
"1472",28141,2022-03-31,13,"Tishomingo County","MS",98.1,8689,44.8,7439,38.4,2885,38.8,19383,2022-03-24,"Tishomingo County, MS","Mississippi",19383,498,"Alcorn, MS - Tishomingo, MS","1.4%",3.6,46.43,"Low"
"1473",28143,2022-03-31,13,"Tunica County","MS",98.1,5754,59.7,4968,51.6,1713,34.5,9632,2022-03-24,"Tunica County, MS","Mississippi",9632,146,"Shelby (Memphis), TN - DeSoto, MS","1.9%",1.8,10.38,"Low"
"1474",28145,2022-03-31,13,"Union County","MS",98.1,12603,43.7,11273,39.1,4176,37,28815,2022-03-24,"Union County, MS","Mississippi",28815,482,"Pontotoc, MS - Union, MS","0.3%",1.2,10.41,"Low"
"1475",28147,2022-03-31,13,"Walthall County","MS",98.1,6732,47.1,5900,41.3,2141,36.3,14286,2022-03-24,"Walthall County, MS","Mississippi",14286,477,"Pike, MS - Marion, MS","0.9%",0,14,"Low"
"1476",28149,2022-03-31,13,"Warren County","MS",98.1,29696,65.4,26007,57.3,10431,40.1,45381,2022-03-24,"Warren County, MS","Mississippi",45381,431,"Warren, MS - Madison, LA","1.6%",1.5,4.41,"Low"
"1477",28151,2022-03-31,13,"Washington County","MS",98.1,25824,58.8,22145,50.4,8186,37,43909,2022-03-24,"Washington County, MS","Mississippi",43909,488,"Washington, MS - Sharkey, MS","2.2%",0,38.72,"Low"
"1478",28153,2022-03-31,13,"Wayne County","MS",98.1,9050,44.8,7865,39,2685,34.1,20183,2022-03-24,"Wayne County, MS","Mississippi",20183,455,"Jones, MS - Wayne, MS","0.9%",3.3,4.95,"Low"
"1479",28155,2022-03-31,13,"Webster County","MS",98.1,5165,53.3,4644,47.9,1848,39.8,9689,2022-03-24,"Webster County, MS","Mississippi",9689,484,"Oktibbeha, MS - Winston, MS","0.0%",0,51.6,"Low"
"1480",28157,2022-03-31,13,"Wilkinson County","MS",98.1,6437,74.6,5632,65.3,2199,39,8630,2022-03-24,"Wilkinson County, MS","Mississippi",8630,525,"Wilkinson, MS","3.6%",0,11.59,"Low"
"1481",28159,2022-03-31,13,"Winston County","MS",98.1,9713,54.1,8598,47.9,3182,37,17955,2022-03-24,"Winston County, MS","Mississippi",17955,484,"Oktibbeha, MS - Winston, MS","0.0%",0,38.99,"Low"
"1482",28161,2022-03-31,13,"Yalobusha County","MS",98.1,8871,73.3,7887,65.1,3004,38.1,12108,2022-03-24,"Yalobusha County, MS","Mississippi",12108,459,"Lafayette, MS - Calhoun, MS","2.3%",1.2,24.78,"Low"
"1483",28163,2022-03-31,13,"Yazoo County","MS",98.1,16382,55.2,14553,49,5043,34.7,29690,2022-03-24,"Yazoo County, MS","Mississippi",29690,533,"Yazoo, MS","7.6%",0,30.31,"Low"
"1484",29001,2022-03-31,13,"Adair County","MO",91.3,13150,51.9,11305,44.6,5095,45.1,25343,2022-03-24,"Adair County, MO","Missouri",25343,566,"Adair, MO - Sullivan, MO","0.0%",0,23.68,"Low"
"1485",29003,2022-03-31,13,"Andrew County","MO",91.3,7663,43.3,6736,38,3350,49.7,17712,2022-03-24,"Andrew County, MO","Missouri",17712,591,"Buchanan (St. Joseph), MO - Nodaway, MO","4.0%",6.1,101.63,"Low"
"1486",29005,2022-03-31,13,"Atchison County","MO",91.3,3320,64.6,2871,55.8,1268,44.2,5143,2022-03-24,"Atchison County, MO","Missouri",5143,678,"Atchison, MO - Holt, MO","0.0%",0,19.44,"Low"
"1487",29007,2022-03-31,13,"Audrain County","MO",91.3,10983,43.3,9572,37.7,4165,43.5,25388,2022-03-24,"Audrain County, MO","Missouri",25388,666,"Audrain, MO - Montgomery, MO","0.0%",0,35.45,"Low"
"1488",29009,2022-03-31,13,"Barry County","MO",91.3,18844,52.7,15825,44.2,5752,36.3,35789,2022-03-24,"Barry County, MO","Missouri",35789,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,44.71,"Low"
"1489",29011,2022-03-31,13,"Barton County","MO",91.3,4483,38.1,3879,33,1504,38.8,11754,2022-03-24,"Barton County, MO","Missouri",11754,539,"Jasper (Joplin), MO - Newton, MO","4.1%",6.8,144.63,"Low"
"1490",29013,2022-03-31,13,"Bates County","MO",91.3,7115,44,6253,38.7,2691,43,16172,2022-03-24,"Bates County, MO","Missouri",16172,607,"Henry, MO - Bates, MO","3.0%",6.3,12.37,"Low"
"1491",29015,2022-03-31,13,"Benton County","MO",91.3,10634,54.7,9230,47.5,4187,45.4,19443,2022-03-24,"Benton County, MO","Missouri",19443,656,"Pettis, MO - Saline, MO","1.1%",0,46.29,"Low"
"1492",29017,2022-03-31,13,"Bollinger County","MO",91.3,4503,37.1,4004,33,1396,34.9,12133,2022-03-24,"Bollinger County, MO","Missouri",12133,563,"Cape Girardeau, MO - Butler, MO","0.9%",1.3,41.21,"Low"
"1493",29019,2022-03-31,13,"Boone County","MO",91.3,129936,72,110806,61.4,46101,41.6,180463,2022-03-24,"Boone County, MO","Missouri",180463,553,"Boone (Columbia), MO - Randolph, MO","2.2%",6.5,29.37,"Low"
"1494",29021,2022-03-31,13,"Buchanan County","MO",91.3,38747,44.4,33530,38.4,13848,41.3,87364,2022-03-24,"Buchanan County, MO","Missouri",87364,591,"Buchanan (St. Joseph), MO - Nodaway, MO","4.0%",6.1,48.07,"Low"
"1495",29023,2022-03-31,13,"Butler County","MO",91.3,17295,40.7,14558,34.3,5210,35.8,42478,2022-03-24,"Butler County, MO","Missouri",42478,563,"Cape Girardeau, MO - Butler, MO","0.9%",1.3,77.69,"Low"
"1496",29025,2022-03-31,13,"Caldwell County","MO",91.3,4014,44.5,3526,39.1,1514,42.9,9020,2022-03-24,"Caldwell County, MO","Missouri",9020,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,33.26,"Low"
"1497",29027,2022-03-31,13,"Callaway County","MO",91.3,24168,54,21058,47.1,8950,42.5,44743,2022-03-24,"Callaway County, MO","Missouri",44743,581,"Cole, MO - Callaway, MO","5.4%",4.9,49.17,"Low"
"1498",29029,2022-03-31,13,"Camden County","MO",91.3,24099,52,20906,45.1,9171,43.9,46305,2022-03-24,"Camden County, MO","Missouri",46305,685,"Camden, MO","0.0%",0,36.71,"Low"
"1499",29031,2022-03-31,13,"Cape Girardeau County","MO",91.3,44025,55.8,38399,48.7,15914,41.4,78871,2022-03-24,"Cape Girardeau County, MO","Missouri",78871,563,"Cape Girardeau, MO - Butler, MO","0.9%",1.3,62.13,"Low"
"1500",29033,2022-03-31,13,"Carroll County","MO",91.3,4720,54.4,4249,49,1740,41,8679,2022-03-24,"Carroll County, MO","Missouri",8679,657,"Livingston, MO - Carroll, MO","5.0%",8.4,23.04,"Low"
"1501",29035,2022-03-31,13,"Carter County","MO",91.3,2350,39.3,1939,32.4,728,37.5,5982,2022-03-24,"Carter County, MO","Missouri",5982,563,"Cape Girardeau, MO - Butler, MO","0.9%",1.3,83.58,"Low"
"1502",29037,2022-03-31,13,"Cass County","MO",91.3,64678,61.1,54408,51.4,22914,42.1,105780,2022-03-24,"Cass County, MO","Missouri",105780,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,65.23,"Low"
"1503",29039,2022-03-31,13,"Cedar County","MO",91.3,5152,35.9,4577,31.9,2109,46.1,14349,2022-03-24,"Cedar County, MO","Missouri",14349,639,"Vernon, MO - Cedar, MO","0.0%",0,48.78,"Low"
"1504",29041,2022-03-31,13,"Chariton County","MO",91.3,3172,42.7,2801,37.7,1413,50.4,7426,2022-03-24,"Chariton County, MO","Missouri",7426,553,"Boone (Columbia), MO - Randolph, MO","2.2%",6.5,40.4,"Low"
"1505",29043,2022-03-31,13,"Christian County","MO",91.3,46260,52.2,40609,45.8,16304,40.1,88595,2022-03-24,"Christian County, MO","Missouri",88595,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,36.12,"Low"
"1506",29045,2022-03-31,13,"Clark County","MO",91.3,2510,36.9,2108,31,1000,47.4,6797,2022-03-24,"Clark County, MO","Missouri",6797,367,"Lee, IA - Hancock, IL","3.9%",1.7,29.42,"Low"
"1507",29047,2022-03-31,13,"Clay County","MO",91.3,155894,62.4,134338,53.7,64330,47.9,249948,2022-03-24,"Clay County, MO","Missouri",249948,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,2,"Low"
"1508",29049,2022-03-31,13,"Clinton County","MO",91.3,11341,55.6,9596,47.1,4070,42.4,20387,2022-03-24,"Clinton County, MO","Missouri",20387,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,117.72,"Low"
"1509",29051,2022-03-31,13,"Cole County","MO",91.3,46165,60.2,40256,52.5,16900,42,76745,2022-03-24,"Cole County, MO","Missouri",76745,581,"Cole, MO - Callaway, MO","5.4%",4.9,33.88,"Low"
"1510",29053,2022-03-31,13,"Cooper County","MO",91.3,8927,50.4,7835,44.2,3280,41.9,17709,2022-03-24,"Cooper County, MO","Missouri",17709,553,"Boone (Columbia), MO - Randolph, MO","2.2%",6.5,5.65,"Low"
"1511",29055,2022-03-31,13,"Crawford County","MO",91.3,9139,38.2,7987,33.4,3388,42.4,23920,2022-03-24,"Crawford County, MO","Missouri",23920,581,"Cole, MO - Callaway, MO","5.4%",4.9,50.17,"Low"
"1512",29057,2022-03-31,13,"Dade County","MO",91.3,3677,48.6,3256,43.1,1328,40.8,7561,2022-03-24,"Dade County, MO","Missouri",7561,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,119.03,"Low"
"1513",29059,2022-03-31,13,"Dallas County","MO",91.3,6811,40.4,5881,34.8,2433,41.4,16878,2022-03-24,"Dallas County, MO","Missouri",16878,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,35.55,"Low"
"1514",29061,2022-03-31,13,"Daviess County","MO",91.3,3104,37.5,2730,33,1227,44.9,8278,2022-03-24,"Daviess County, MO","Missouri",8278,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,144.96,"Low"
"1515",29063,2022-03-31,13,"DeKalb County","MO",91.3,3928,31.3,3504,27.9,1475,42.1,12547,2022-03-24,"DeKalb County, MO","Missouri",12547,591,"Buchanan (St. Joseph), MO - Nodaway, MO","4.0%",6.1,135.49,"Low"
"1516",29065,2022-03-31,13,"Dent County","MO",91.3,6325,40.6,5292,34,2014,38.1,15573,2022-03-24,"Dent County, MO","Missouri",15573,627,"Pulaski, MO - Phelps, MO","2.9%",0.8,70.64,"Low"
"1517",29067,2022-03-31,13,"Douglas County","MO",91.3,3563,27,3173,24.1,1263,39.8,13185,2022-03-24,"Douglas County, MO","Missouri",13185,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,30.34,"Low"
"1518",29069,2022-03-31,13,"Dunklin County","MO",91.3,12754,43.8,10810,37.1,3258,30.1,29131,2022-03-24,"Dunklin County, MO","Missouri",29131,571,"Craighead, AR - Greene, AR","1.5%",2.3,260.89,"Medium"
"1519",29071,2022-03-31,13,"Franklin County","MO",91.3,63020,60.6,56206,54.1,23809,42.4,103967,2022-03-24,"Franklin County, MO","Missouri",103967,541,"St. Louis, MO - St. Louis City, MO","3.5%",4.6,30.78,"Low"
"1520",29073,2022-03-31,13,"Gasconade County","MO",91.3,8203,55.8,7435,50.6,2993,40.3,14706,2022-03-24,"Gasconade County, MO","Missouri",14706,581,"Cole, MO - Callaway, MO","5.4%",4.9,68,"Low"
"1521",29075,2022-03-31,13,"Gentry County","MO",91.3,3222,49,2844,43.3,1202,42.3,6571,2022-03-24,"Gentry County, MO","Missouri",6571,591,"Buchanan (St. Joseph), MO - Nodaway, MO","4.0%",6.1,60.87,"Low"
"1522",29077,2022-03-31,13,"Greene County","MO",91.3,165168,56.4,143692,49,64382,44.8,293086,2022-03-24,"Greene County, MO","Missouri",293086,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,36.85,"Low"
"1523",29079,2022-03-31,13,"Grundy County","MO",91.3,4003,40.6,3471,35.2,1487,42.8,9850,2022-03-24,"Grundy County, MO","Missouri",9850,683,"Grundy, MO - Mercer, MO","17.1%",14.9,253.81,"High"
"1524",29081,2022-03-31,13,"Harrison County","MO",91.3,3377,40.4,2833,33.9,1176,41.5,8352,2022-03-24,"Harrison County, MO","Missouri",8352,591,"Buchanan (St. Joseph), MO - Nodaway, MO","4.0%",6.1,47.89,"Low"
"1525",29083,2022-03-31,13,"Henry County","MO",91.3,11436,52.4,9997,45.8,4297,43,21824,2022-03-24,"Henry County, MO","Missouri",21824,607,"Henry, MO - Bates, MO","3.0%",6.3,9.16,"Low"
"1526",29085,2022-03-31,13,"Hickory County","MO",91.3,4161,43.6,3623,38,1863,51.4,9544,2022-03-24,"Hickory County, MO","Missouri",9544,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,0,"Low"
"1527",29087,2022-03-31,13,"Holt County","MO",91.3,2103,47.8,1831,41.6,842,46,4403,2022-03-24,"Holt County, MO","Missouri",4403,678,"Atchison, MO - Holt, MO","0.0%",0,0,"Low"
"1528",29089,2022-03-31,13,"Howard County","MO",91.3,4957,49.6,4308,43.1,1884,43.7,10001,2022-03-24,"Howard County, MO","Missouri",10001,553,"Boone (Columbia), MO - Randolph, MO","2.2%",6.5,50,"Low"
"1529",29091,2022-03-31,13,"Howell County","MO",91.3,15491,38.6,13267,33.1,5466,41.2,40117,2022-03-24,"Howell County, MO","Missouri",40117,574,"Howell, MO - Independence, AR","2.3%",0.7,87.24,"Low"
"1530",29093,2022-03-31,13,"Iron County","MO",91.3,4415,43.6,3919,38.7,1456,37.2,10125,2022-03-24,"Iron County, MO","Missouri",10125,541,"St. Louis, MO - St. Louis City, MO","3.5%",4.6,98.77,"Low"
"1531",29095,2022-03-31,13,"Jackson County","MO",91.3,491508,69.9,398749,56.7,157865,39.6,703011,2022-03-24,"Jackson County, MO","Missouri",703011,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,78.52,"Low"
"1532",29097,2022-03-31,13,"Jasper County","MO",91.3,66559,54.9,57221,47.2,20121,35.2,121328,2022-03-24,"Jasper County, MO","Missouri",121328,539,"Jasper (Joplin), MO - Newton, MO","4.1%",6.8,22.25,"Low"
"1533",29099,2022-03-31,13,"Jefferson County","MO",91.3,115892,51.5,100345,44.6,45939,45.8,225081,2022-03-24,"Jefferson County, MO","Missouri",225081,541,"St. Louis, MO - St. Louis City, MO","3.5%",4.6,25.32,"Low"
"1534",29101,2022-03-31,13,"Johnson County","MO",91.3,28163,52.1,22480,41.6,7706,34.3,54062,2022-03-24,"Johnson County, MO","Missouri",54062,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,46.24,"Low"
"1535",29103,2022-03-31,13,"Knox County","MO",91.3,1724,43.5,1560,39.4,830,53.2,3959,2022-03-24,"Knox County, MO","Missouri",3959,566,"Adair, MO - Sullivan, MO","0.0%",0,202.07,"Medium"
"1536",29105,2022-03-31,13,"Laclede County","MO",91.3,15453,43.3,13343,37.4,4824,36.2,35723,2022-03-24,"Laclede County, MO","Missouri",35723,549,"Greene (Springfield), MO - Christian, MO","3.0%",3.2,14,"Low"
"1537",29107,2022-03-31,13,"Lafayette County","MO",91.3,17052,52.1,14866,45.5,6415,43.2,32708,2022-03-24,"Lafayette County, MO","Missouri",32708,548,"Jackson (Kansas City), MO - Clay, MO","4.8%",5.5,24.46,"Low"
